No,Kalimat,Judul,Penulis,Fakultas
7,Pembimbing I Dr.,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
8,"Astuty, M.Pd., Pembimbing II Herpindo, S.Pd., M.Hum.",SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
9,Penelitian berjudul “Bentuk Tindak Tutur Ekspresif dalam Film Layar Lebar Indonesia Dear Nathan: Thank You Salma” dilatarbelakangi fenomena tentang tuturan mengandung tindak tutur ekspresif dari para tokoh.,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
10,Rumusan masalah penelitian tersebut yaitu bagaimana bentuk tindak tutur ekspresif dalam film layar lebar Indonesia Dear Nathan: Thank You Salma?,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
11,Penelitian ini bertujuan untuk memperoleh deskripsi bentuk tindak tutur ekspresif dalam film layar lebar Indonesia Dear Nathan: Thank You Salma.,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
12,Penelitian yang digunakan menggunakan deskriptif kualitatif dalam menganalisisnya.,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
13,Data penelitian berwujud tuturan yang mengandung bentuk tindak tutur ekspresif dari hasil transkrip film.,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
14,Sumber data penelitian berasal dari film layar lebar Indonesia Dear Nathan: Thank You Salma.,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
15,Metode dan teknik pengumpulan data menggunakan metode simak dan teknik catat.,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
16,Metode dan teknik analisis data menggunakan metode padan dan teknik Pilah Unsur Penentu (PUP).,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
17,Hasil penelitian ditemukan sebanyak 60 bentuk tindak tutur ekspresif.,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
18,"Data tersebut meliputi, (1) memuji; (2) mengeluh; (3) mengkritik; (4) mengucapkan terima kasih “sudah diantar pulang”, “diterima sebagai anggota komunitas”, “bergabung ke komunitas”, “dibelikan minuman”, “diberitahu lokasi”, dan “sudah dibantu”; (5) menyalahkan; (6) mengucapkan selamat; (7) meminta maaf; (8) menyayangkan; dan (9) selamat datang.",SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
19,Berdasarkan hasil yang ditemukan bahwa film tersebut menggunakan teori Fraser dalam Rustono (2017) dan Searle (1979).,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
20,Temuan paling dominan yaitu terdapat pada tuturan ekspresif meminta maaf.,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
21,Ekspresif meminta maaf digunakan para tokoh untuk mengekspresikan perasaan yang dirasakan karena telah melakukan kesalahan baik dari segi ucapan ataupun tindakan yang telah dilakukan.,SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
22,"Kata kunci: tindak tutur ekspresif, pragmatik, film Dear Nathan: Thank You Salma",SKRIPSI BENTUK TINDAK TUTUR EKSPRESIF DALAM FILM LAYAR LEBAR INDONESIA DEAR NATHAN: THANK YOU SALMA,EVI NUR SAFITRI,PRODI_S1_PENDIDIKAN_BAHASA_DAN_SASTRA_INDONESIAFAKULTAS_KEGURUAN_DAN_ILMU_PENDIDIKAN
1,INTISARI PENGARUH PEMBERIAN FITOBIOTIK DARI EKSTRAK KULIT JENGKOL DAN PROBIOTIK Bacillus cereus TERHADAP SALURAN PENCERNAAN ITIK MAGELANG Cahyadi Lemunda Putra Penelitian ini dirancang untuk menganalisis pengaruh pemberian fitobiotik Bacillus cereus dan fitobiotik ekstrak kulit jengkol terhadap saluran pencernaan itik magelang jantan.,SKRIPSI PENGARUH PEMBERIAN FITOBIOTIK DARI EKSTRAK KULIT JENGKOL DAN PROBIOTIK Bacillus cereus TERHADAP SALURAN PENCERNAAN ITIK MAGELANG,CAHYADI LEMUNDA PUTRA,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
2,Rancangan percobaan yang digunakan dalam penelitian ini adalah rancangan acak lengkap dengan 5 perlakuan dengan masing-masing perlakuan dilakukan 4 ulangan: jumlah dosis pemberian.,SKRIPSI PENGARUH PEMBERIAN FITOBIOTIK DARI EKSTRAK KULIT JENGKOL DAN PROBIOTIK Bacillus cereus TERHADAP SALURAN PENCERNAAN ITIK MAGELANG,CAHYADI LEMUNDA PUTRA,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
3,"Variabel yang diamati meliputi panjang, bobot, dan diameter dari duodenum, jejenum, dan ileum.",SKRIPSI PENGARUH PEMBERIAN FITOBIOTIK DARI EKSTRAK KULIT JENGKOL DAN PROBIOTIK Bacillus cereus TERHADAP SALURAN PENCERNAAN ITIK MAGELANG,CAHYADI LEMUNDA PUTRA,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
4,Data dianalisa menggunakan analisis sidik ragam (ANOVA) dan perbedaan nyata antar perlakuan dianalisa menggunakan DMRT.,SKRIPSI PENGARUH PEMBERIAN FITOBIOTIK DARI EKSTRAK KULIT JENGKOL DAN PROBIOTIK Bacillus cereus TERHADAP SALURAN PENCERNAAN ITIK MAGELANG,CAHYADI LEMUNDA PUTRA,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
5,"Penggunaan fitobiotik Bacillus cereus dan fitobiotik ekstrak kulit jengkol dengan dosis yang berbeda tidak berpengaruh nyata (P>0,05) terhadap panjang duodenum, panjang jejenum, bobot duodenum, bobot ileum, diamater duodenum, diameter jejenum, dan diameter ileum.",SKRIPSI PENGARUH PEMBERIAN FITOBIOTIK DARI EKSTRAK KULIT JENGKOL DAN PROBIOTIK Bacillus cereus TERHADAP SALURAN PENCERNAAN ITIK MAGELANG,CAHYADI LEMUNDA PUTRA,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
6,"Kata kunci: fitobiotik, probiotik, itik magelang, duodenum, jejenum, ileum.",SKRIPSI PENGARUH PEMBERIAN FITOBIOTIK DARI EKSTRAK KULIT JENGKOL DAN PROBIOTIK Bacillus cereus TERHADAP SALURAN PENCERNAAN ITIK MAGELANG,CAHYADI LEMUNDA PUTRA,PRODI_S1_PETERNAKANFAKULTAS_FAPERTA
1,"INTISARI Frekuensi dan Formulasi Nano Nutrien, Giberelin, dan Benzil Adenin untuk Memacu Pembungaan Anggrek Dendrobium Salaya Mohamad Mutoharun1), Tri Suwarni W.2), Muzayyanah Rahmiyah3) Program Studi S1 Agroteknologi Fakultas Pertanian Universitas Tidar [email protected] Anggrek Dendrobium salaya merupakan tanaman hias dengan nilai jual tinggi namun namun terapat kendala pada masa pembungaan yang perlu waktu waktu yang lama.","SKRIPSI FREKUENSI DAN FORMULASI NANO NUTRIEN, GIBERELIN, DAN BENZIL ADENIN UNTUK MEMACU PEMBUNGAAN ANGGREK Dendrobium salaya",MOHAMAD MUTOHARUN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
2,"Penelitian bertujuan untuk mengetahui pengaruh frekuensi pemberian formulasi berupa nano nutrien, giberelin, dan benzil andenin purin terhadap pembungaan Dendrobium salaya.","SKRIPSI FREKUENSI DAN FORMULASI NANO NUTRIEN, GIBERELIN, DAN BENZIL ADENIN UNTUK MEMACU PEMBUNGAAN ANGGREK Dendrobium salaya",MOHAMAD MUTOHARUN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
3,Penelitian talah dilaksanakan bulan September-Oktober 2022 di Green house Nambangan Desa Sidomulyo Kecamatan Candimulyo Kabupaten Magelang.,"SKRIPSI FREKUENSI DAN FORMULASI NANO NUTRIEN, GIBERELIN, DAN BENZIL ADENIN UNTUK MEMACU PEMBUNGAAN ANGGREK Dendrobium salaya",MOHAMAD MUTOHARUN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
4,Rencana yang digunakan untuk penelitian adalah Rancangan Acak Kelompok Lengkap (RAKL) faktorial.,"SKRIPSI FREKUENSI DAN FORMULASI NANO NUTRIEN, GIBERELIN, DAN BENZIL ADENIN UNTUK MEMACU PEMBUNGAAN ANGGREK Dendrobium salaya",MOHAMAD MUTOHARUN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
5,Faktor pertama berupa frekuensi pemberian formulasi pupuk.,"SKRIPSI FREKUENSI DAN FORMULASI NANO NUTRIEN, GIBERELIN, DAN BENZIL ADENIN UNTUK MEMACU PEMBUNGAAN ANGGREK Dendrobium salaya",MOHAMAD MUTOHARUN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
6,"Faktor kedua berupa perlakuan formulasi pupuk, ulangan penelitian terdiri dari 3 blok tiap unit perlakuan diulang 3 ulangan.","SKRIPSI FREKUENSI DAN FORMULASI NANO NUTRIEN, GIBERELIN, DAN BENZIL ADENIN UNTUK MEMACU PEMBUNGAAN ANGGREK Dendrobium salaya",MOHAMAD MUTOHARUN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
7,Data dianalisis menggunakan Analysis of Variance.,"SKRIPSI FREKUENSI DAN FORMULASI NANO NUTRIEN, GIBERELIN, DAN BENZIL ADENIN UNTUK MEMACU PEMBUNGAAN ANGGREK Dendrobium salaya",MOHAMAD MUTOHARUN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
8,dilanjutkan dengan uji LSD.,"SKRIPSI FREKUENSI DAN FORMULASI NANO NUTRIEN, GIBERELIN, DAN BENZIL ADENIN UNTUK MEMACU PEMBUNGAAN ANGGREK Dendrobium salaya",MOHAMAD MUTOHARUN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
9,"Parameter yang digunakan pada penelitian ini berupa tinggi tanaman, jumlah daun, hari munculnya spike, panjang spike, jumlah spike pertanaman, jumlah kuntum pertanaman, jumlah kuntum per spike.","SKRIPSI FREKUENSI DAN FORMULASI NANO NUTRIEN, GIBERELIN, DAN BENZIL ADENIN UNTUK MEMACU PEMBUNGAAN ANGGREK Dendrobium salaya",MOHAMAD MUTOHARUN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
10,"Hasil penelitian berupa nano nutrien, giberelin dan benzil adenin purin terhadap pembungaan Dendrobium salaya nunjukan pengaruh nyata namun tidak berpengaruh nyata pada frekuensi pemberian formulasi pada Analisis of Variance dilanjutkan dengan uji lanjut LSD, yang menunjukan bahwa untuk memacu pembungaan cukup menggunakan formulasi nano nutrient 1 ppm, namun jika hasilnya mau lebih optimal pada jumlah spike menggunakan formulasi benzin adenin purin 100 ppm + nano nutrien 1 ppm dan kuntumnya diperlukan aplikasi formulasi giberelin 100 ppm + benzin adenin purin 100 ppm + nano nutrien 1 ppm.","SKRIPSI FREKUENSI DAN FORMULASI NANO NUTRIEN, GIBERELIN, DAN BENZIL ADENIN UNTUK MEMACU PEMBUNGAAN ANGGREK Dendrobium salaya",MOHAMAD MUTOHARUN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
11,"Kata kunci : nano nutrien, giberelin, benzil andenin purin, formulasi, Dendrobiu salaya","SKRIPSI FREKUENSI DAN FORMULASI NANO NUTRIEN, GIBERELIN, DAN BENZIL ADENIN UNTUK MEMACU PEMBUNGAAN ANGGREK Dendrobium salaya",MOHAMAD MUTOHARUN,FAKULTAS_FAPERTAPRODI_S1_AGROTEKNOLOGI
1,ABSTRAK Loyalitas pelanggan penting bagi keberlangsungan suatu bisnis.,"SKRIPSI PENGARUH BRAND IMAGE, PRODUCT QUALITY, HARGA, DAN INFLUENCER TERHADAP LOYALITAS PELANGGAN PRODUK KOSMETIK MADAME GIE",MEILIANA LUTFIATIN,PRODI_S1_MANAJEMENFAKULTAS_FE
2,Loyalitas pelanggan dapat meningkatkan laba dan mengurangi biaya pemasaran.,"SKRIPSI PENGARUH BRAND IMAGE, PRODUCT QUALITY, HARGA, DAN INFLUENCER TERHADAP LOYALITAS PELANGGAN PRODUK KOSMETIK MADAME GIE",MEILIANA LUTFIATIN,PRODI_S1_MANAJEMENFAKULTAS_FE
3,Pelanggan yang loyal cenderung menunjukan sikap pembelian berulang dan merekomendasikan produk kepada orang lain.,"SKRIPSI PENGARUH BRAND IMAGE, PRODUCT QUALITY, HARGA, DAN INFLUENCER TERHADAP LOYALITAS PELANGGAN PRODUK KOSMETIK MADAME GIE",MEILIANA LUTFIATIN,PRODI_S1_MANAJEMENFAKULTAS_FE
4,Adanya fenomena penarikan beberapa produk kosmetik Madame Gie oleh BPOM (Badan Pengawas Obat dan Makanan) dan research gap berupa kesenjangan hasil dalam penelitian terdahulu menjadi dasar penelitian ini.,"SKRIPSI PENGARUH BRAND IMAGE, PRODUCT QUALITY, HARGA, DAN INFLUENCER TERHADAP LOYALITAS PELANGGAN PRODUK KOSMETIK MADAME GIE",MEILIANA LUTFIATIN,PRODI_S1_MANAJEMENFAKULTAS_FE
5,"Tujuan penelitian ini yaitu menganalisis pengaruh brand image, product quality, harga, dan influencer terhadap loyalitas pelanggan produk kosmetik Madame Gie.","SKRIPSI PENGARUH BRAND IMAGE, PRODUCT QUALITY, HARGA, DAN INFLUENCER TERHADAP LOYALITAS PELANGGAN PRODUK KOSMETIK MADAME GIE",MEILIANA LUTFIATIN,PRODI_S1_MANAJEMENFAKULTAS_FE
6,Data yang digunakan berupa data primer yang berasal dari hasil kuesioner yang disebarkan kepada pelanggan produk kosmetik Madame Gie.,"SKRIPSI PENGARUH BRAND IMAGE, PRODUCT QUALITY, HARGA, DAN INFLUENCER TERHADAP LOYALITAS PELANGGAN PRODUK KOSMETIK MADAME GIE",MEILIANA LUTFIATIN,PRODI_S1_MANAJEMENFAKULTAS_FE
7,Populasinya adalah pelanggan produk Madame Gie tahun 2022.,"SKRIPSI PENGARUH BRAND IMAGE, PRODUCT QUALITY, HARGA, DAN INFLUENCER TERHADAP LOYALITAS PELANGGAN PRODUK KOSMETIK MADAME GIE",MEILIANA LUTFIATIN,PRODI_S1_MANAJEMENFAKULTAS_FE
8,Jumlah sampel sebanyak 120 responden.,"SKRIPSI PENGARUH BRAND IMAGE, PRODUCT QUALITY, HARGA, DAN INFLUENCER TERHADAP LOYALITAS PELANGGAN PRODUK KOSMETIK MADAME GIE",MEILIANA LUTFIATIN,PRODI_S1_MANAJEMENFAKULTAS_FE
9,Teknik pengambilan sampel menggunakan cluster random sampling untuk menentukan wilayah sampel dan purposive sampling untuk menentukan kriteria yang dibutuhkan dalam penelitian.,"SKRIPSI PENGARUH BRAND IMAGE, PRODUCT QUALITY, HARGA, DAN INFLUENCER TERHADAP LOYALITAS PELANGGAN PRODUK KOSMETIK MADAME GIE",MEILIANA LUTFIATIN,PRODI_S1_MANAJEMENFAKULTAS_FE
10,Uji keabsahan dan keandalan instrumen kuesioner menggunakan uji validitas dan reliabilitas.,"SKRIPSI PENGARUH BRAND IMAGE, PRODUCT QUALITY, HARGA, DAN INFLUENCER TERHADAP LOYALITAS PELANGGAN PRODUK KOSMETIK MADAME GIE",MEILIANA LUTFIATIN,PRODI_S1_MANAJEMENFAKULTAS_FE
11,"Analisi data untuk uji hipotesis menggunakan uji regresi linear berganda, uji t, uji F dan uji koefisiensi determinasi.","SKRIPSI PENGARUH BRAND IMAGE, PRODUCT QUALITY, HARGA, DAN INFLUENCER TERHADAP LOYALITAS PELANGGAN PRODUK KOSMETIK MADAME GIE",MEILIANA LUTFIATIN,PRODI_S1_MANAJEMENFAKULTAS_FE
12,"Hasil penelitian menunjukkan bahwa: (1) brand image dan product quality berpengaruh dan signifikan terhadap loyalitas pelanggan produk kosmetik Madame Gie, (2) harga dan influencer tidak berpengaruh terhadap loyalitas pelanggan produk kosmetik Madame Gie.","SKRIPSI PENGARUH BRAND IMAGE, PRODUCT QUALITY, HARGA, DAN INFLUENCER TERHADAP LOYALITAS PELANGGAN PRODUK KOSMETIK MADAME GIE",MEILIANA LUTFIATIN,PRODI_S1_MANAJEMENFAKULTAS_FE
13,"Kata kunci: Brand Image, Product Quality, Harga, Influencer, Loyalitas Pelanggan","SKRIPSI PENGARUH BRAND IMAGE, PRODUCT QUALITY, HARGA, DAN INFLUENCER TERHADAP LOYALITAS PELANGGAN PRODUK KOSMETIK MADAME GIE",MEILIANA LUTFIATIN,PRODI_S1_MANAJEMENFAKULTAS_FE
1,"ABSTRAK IMPLEMENTASI APLIKASI IPUSDA TEMANGGUNG DALAM PELAYANAN BERBASIS DIGITAL DI DINAS PERPUSTAKAAN DAN KEARSIPAN KABUPATEN TEMANGGUNG Lilis Sofiana 1910201020 Program Studi Ilmu Administrasi Negara, Fakultas Ilmu Sosial dan Ilmu Politik, Universitas Tidar Pengelolaan pemerintahan di Indonesia telah memasuki era baru seiring dengan perkembangan teknologi yang semakin maju.",SKRIPSI IMPLEMENTASI APLIKASI IPUSDA TEMANGGUNG DALAM PELAYANAN BERBASIS DIGITAL DI DINAS PERPUSTAKAAN DAN KEARSIPAN KABUPATEN TEMANGGUNG,LILIS SOFIANA,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
2,"Begitu juga aktivitas kehidupan manusia dalam berbagai bidang tengah mengalami perubahan, salah satunya pada bidang pelayanan publik yang dilakukan oleh sektor pemerintahan maupun sektor swasta yaitu pelayanan berbasis digital.",SKRIPSI IMPLEMENTASI APLIKASI IPUSDA TEMANGGUNG DALAM PELAYANAN BERBASIS DIGITAL DI DINAS PERPUSTAKAAN DAN KEARSIPAN KABUPATEN TEMANGGUNG,LILIS SOFIANA,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
3,Penelitian ini bertujuan untuk menganalisis Implementasi Aplikasi IPusda Temanggung dalam Pelayanan Berbasis Digital di Dinas Perpustakaan dan Kearsipan Kabupaten Temanggung.,SKRIPSI IMPLEMENTASI APLIKASI IPUSDA TEMANGGUNG DALAM PELAYANAN BERBASIS DIGITAL DI DINAS PERPUSTAKAAN DAN KEARSIPAN KABUPATEN TEMANGGUNG,LILIS SOFIANA,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
4,Teori yang digunakan adalah model implementasi kebijakan dari George C.,SKRIPSI IMPLEMENTASI APLIKASI IPUSDA TEMANGGUNG DALAM PELAYANAN BERBASIS DIGITAL DI DINAS PERPUSTAKAAN DAN KEARSIPAN KABUPATEN TEMANGGUNG,LILIS SOFIANA,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
5,Edward III dan Van Meter & Van Horn.,SKRIPSI IMPLEMENTASI APLIKASI IPUSDA TEMANGGUNG DALAM PELAYANAN BERBASIS DIGITAL DI DINAS PERPUSTAKAAN DAN KEARSIPAN KABUPATEN TEMANGGUNG,LILIS SOFIANA,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
6,Metode penelitian yang digunakan yakni metode kualitatif dengan pendekatan deskriptif.,SKRIPSI IMPLEMENTASI APLIKASI IPUSDA TEMANGGUNG DALAM PELAYANAN BERBASIS DIGITAL DI DINAS PERPUSTAKAAN DAN KEARSIPAN KABUPATEN TEMANGGUNG,LILIS SOFIANA,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
7,"Data dalam penelitian ini adalah data primer yang didapat dari hasil wawancara kepada 5 informan serta data skunder yang didapat dari buku, berita, jurnal dan lainnya yang berhubungan dengan penelitian ini.",SKRIPSI IMPLEMENTASI APLIKASI IPUSDA TEMANGGUNG DALAM PELAYANAN BERBASIS DIGITAL DI DINAS PERPUSTAKAAN DAN KEARSIPAN KABUPATEN TEMANGGUNG,LILIS SOFIANA,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
8,"Hasil dari penelitian menunjukan bahwa implementasi aplikasi IPusda Temanggung sudah berjalan dengan baik meskipun masih terdapat beberapa kendala seperti pada saat sosialisasi, jaringan internet masih menjadi permasalahan.",SKRIPSI IMPLEMENTASI APLIKASI IPUSDA TEMANGGUNG DALAM PELAYANAN BERBASIS DIGITAL DI DINAS PERPUSTAKAAN DAN KEARSIPAN KABUPATEN TEMANGGUNG,LILIS SOFIANA,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
9,"Selain itu, kurangnya koleksi buku juga masih menjadi permasalahan yang keluhkan oleh beberapa pengguna.",SKRIPSI IMPLEMENTASI APLIKASI IPUSDA TEMANGGUNG DALAM PELAYANAN BERBASIS DIGITAL DI DINAS PERPUSTAKAAN DAN KEARSIPAN KABUPATEN TEMANGGUNG,LILIS SOFIANA,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
10,"Kata Kunci: Implementasi Kebijakan, Pelayanan Digital, Aplikasi IPusda Temanggung",SKRIPSI IMPLEMENTASI APLIKASI IPUSDA TEMANGGUNG DALAM PELAYANAN BERBASIS DIGITAL DI DINAS PERPUSTAKAAN DAN KEARSIPAN KABUPATEN TEMANGGUNG,LILIS SOFIANA,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
1,ABSTRAK EFEKTIVITAS PENYELENGGARAAN MAL PELAYANAN PUBLIK (MPP) DI KOTA MAGELANG OKTAVIA WINDI ASIH NPM: 1910201044 Prodi Ilmu Administrasi Negara Fakultas Ilmu Sosial dan Ilmu Politik Universitas Tidar Mal Pelayanan Publik Kota Magelang merupakan salah satu inovasi pemerintah sebagai upaya untuk meningkatkan kualitas pelayanan publik.,SKRIPSI EFEKTIVITAS PENYELENGGARAAN MAL PELAYANAN PUBLIK (MPP) DI KOTA MAGELANG,OKTAVIA WINDI ASIH,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
2,"Dalam penyelenggaraannya, beberapa tenan di Mal Pelayanan Publik Kota Magelang belum membuka pelayanan setiap hari dan terdapat instansi pemerintah yang tidak mematuhi kehadiran sesuai perjanjian kerja.",SKRIPSI EFEKTIVITAS PENYELENGGARAAN MAL PELAYANAN PUBLIK (MPP) DI KOTA MAGELANG,OKTAVIA WINDI ASIH,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
3,Permasalahan tersebut menarik peneliti untuk melaksanakan penelitian terkait efektivitas dari penyelenggaraan Mal Peleyanan Publik di Kota Magelang.,SKRIPSI EFEKTIVITAS PENYELENGGARAAN MAL PELAYANAN PUBLIK (MPP) DI KOTA MAGELANG,OKTAVIA WINDI ASIH,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
4,Tujuan penelitian ini ialah untuk mengetahui berapa besar efektivitas penyelenggaraan Mal Pelayanan Publik Kota Magelang.,SKRIPSI EFEKTIVITAS PENYELENGGARAAN MAL PELAYANAN PUBLIK (MPP) DI KOTA MAGELANG,OKTAVIA WINDI ASIH,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
5,"Teori efektivitas yang digunakan ialah teori Duncan (dalam Steers, 1985 ), yang terdiri dari tiga indikator yaitu pencapaian tujuan, integritas, dan adaptasi.",SKRIPSI EFEKTIVITAS PENYELENGGARAAN MAL PELAYANAN PUBLIK (MPP) DI KOTA MAGELANG,OKTAVIA WINDI ASIH,FAKULTAS_ILMU_SOSIAL_DAN_POLITIKPRODI_S1_ILMU_ADMINISTRASI_NEGARA
